Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
7	"19A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	10.3	21.3	15.5	11.2	9.7	9.2	1	45.5	39
7	11C3(3)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.4	17.9	20.6	12.9	11.7	10.3	1	48	39
8	16B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							1		39
8	16B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	10.2	20.7	17.8	19.6	18.3	9.8	1	35.4	39
8	18B1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.9	25.7	27.9	16.1	18.1	15.2	1	43.7	39
8	18B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	10.1	22	23.9	15.6	16.5	11.9	1	43.2	39
9	"19B4 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.6	14.9	15.2	13.8	10.8	11.4	1	46	39
9	"16C2 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.2	23.8	18.3	13.6	12.1	9.2	1	36.2	39
9	"14B3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.2	13.4	11.5	10.7	8.4	8.8	1	41.6	39
9	"14B5 (5)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							1	47.5	39
5	2E6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	9.7	18.4	15.7	13.5	13.3	14.3	2	45.5	39
6	"10A9 (3)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	5.9	20.6	25.8	20.5	15.7	13.8	2	53.8	39
6	11A6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.7	26.2	29.1	25.9	18.2	13.3	2	54.6	39
7	17A5(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	9.8	19.9	19.8	14.7	12.4	9.9	2	46.1	39
7	17A7(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	9.7	30.7	30.8	18.6	14.8	9.8	2	52	39
7	17A8(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	11.4	30.8	31.1	17.2	18.3	12.3	2	48.9	39
7	18A5(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	7.9	25.8	17.9	12.3	11.8	8.7	2	46.7	39
13	24A11(5)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
13	23A5(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
13	23A9(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
14	"21bC10 (3,5)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
15	33A9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
15	21bh7(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		39
5	3E4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.2	22.8	28.1	17.3	15.4	11.3	2	51.2	39
5	5E8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	13.3	26.5	26.8	17.3	17.5	12.9	2	53.2	39
6	"13A3 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10	23.3	23.6	16.1	14.8	10.9	2	45.2	39
7	10D5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	5.1	23	17.7	13.4	14.4	12.9	2	53.1	39
7	10D6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.3	23.1	20.4	20.4	20.6	18.8	2	50.8	39
7	10D9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.6	30.6	22.3	16.5	12.9	10.1	2	45.4	39
7	16A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.8	17.4	10.1	12.2	7.9	6.8	2	46.2	39
7	16A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	6.9	22	17.1	11.6	12.1	10.4	2	43.8	39
7	17A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.9	24.1	15.2	9.8	10.7	8.8	2	48.8	39
7	18A9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.4	22.3	19.1	13.1	19.8	20.8	2	48.4	39
7	18A10(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.1	25.7	19.2	13.4	18.6	18.6	2	49.2	39
8	10E2	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.3	27.3	23.6	15.2	15.9	14.3	2	45.3	39
8	10E5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.9	32.1	33.3	32.6	28.4	21.2	2	41.8	39
8	18B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
8	18B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
8	18B10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"19B6 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"19B7 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"16C4 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"16C5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"14B7 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
9	"14B8 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
13	24A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
13	23A3(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
13	23A8(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
14	23B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
14	23B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
14	25B9(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
15	33A5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
15	33A7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
15	21bh6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		39
5	3E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.9	24.4	21.6	15.5	15.9	12.8	2	51.4	39
5	5E5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	11.2	28.7	30.6	25.2	25.8	22.3	2	55.1	39
5	5E6	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10	25.9	22.2	17.6	13.3	12.9	2	56.3	39
5	6E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
6	"10A7 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	11.3	31.1	26.2	23.8	21.5	22.1	2	46	39
7	13C2(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.7	22.3	12.6	10.9	9.3	9	2	47.4	39
7	11C5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	11.6	23.9	30.4	18.9	15.4	12.1	2	47	39
8	10E1	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.2	20.6	18.4	18.2	16.7	17.5	2	47.4	39
8	10E4	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.8	28.4	23.6	25.2	29.5	27.2	2	45.3	39
13	24A7(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
13	24A10(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
13	23A4(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
14	"21bC8 (2)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
14	23B5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
14	25B10(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
15	33A6(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
15	"33A8 (2,4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
15	21bh5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		39
5	2E5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.9	28.9	28.4	28.1	25.2	23.4	2	53.6	39
5	5E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.6	20.2	18.9	14.9	14.6	12.6	2	42.8	39
5	5E7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.2	25.8	25.7	24.6	18.8	13.4	2	54.1	39
5	6E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.4	18	20.9	14.8	14.6	12.9	2	53.9	39
6	"10A8 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8	17.6	16.4	19.2	13.1	12.2	2	47.9	39
6	11A5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.9	30.2	32.3	27.3	20.8	15.3	2	53.1	39
6	11A7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.7	29.2	27.3	22.9	17.5	13.8	2	52.8	39
6	"13A4 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.8	24.6	19.9	14.6	12.3	12.8	2	42.7	39
6	"13A5 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.4	25.1	22.1	13.2	12.7	10.6	2	43.6	39
7	10D8(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.4	19.2	18.7	12.4	11.4	9.3	2	46.3	39
7	16A7(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.1	29.6	21.7	12.1	12	11.3	2	50.8	39
7	17A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.9	32.9	32.3	18.9	13.3	10.2	2	40.7	39
7	18A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	6	16.2	11.8	9.1	8.1	7.1	2	32.6	39
7	18A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.7	25.9	17.4	13.6	13	9.2	2	46.5	39
7	11C6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.8	26.7	31.9	28.8	24.1	20.8	2	45.2	39
8	10E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.6	28.5	25.5	18.2	18.2	16.2	2	44	39
8	18B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		39
8	18B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		39
9	"19B5 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		39
9	"14B9 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		39
